1661-viki,http://terrakot-yarn.ru/1661_viking/,VIKING,230.0,141,Gazzal,Пряжа,Главная страница,,Носочные и хоз. нити,Nosochnye i khoz niti,Состав:,'70% акрил, 30% мериносовая шерсть',Метраж:,100 м,Вес мотка:,100,Вес упаковки:,400 гр (4 мотков),Цена за 1 моток:,230.0,,,,http://terrakot-yarn.ru/images/items/1661/03859169.jpg ; http://terrakot-yarn.ru/images/items/1661/03859160.jpg ; http://terrakot-yarn.ru/images/items/1661/03859163.jpg ; http://terrakot-yarn.ru/images/items/1661/03859168.jpg ; http://terrakot-yarn.ru/images/items/1661/03859164.jpg ; http://terrakot-yarn.ru/images/items/1661/03859165.jpg ; http://terrakot-yarn.ru/images/items/1661/03859166.jpg ; http://terrakot-yarn.ru/images/items/1661/03859170.jpg ; http://terrakot-yarn.ru/images/items/1661/03859167.jpg ; http://terrakot-yarn.ru/images/items/1661/03859159.jpg ; http://terrakot-yarn.ru/images/items/1661/03859161.jpg ; http://terrakot-yarn.ru/images/items/1661/03859162.jpg,Фактура,4001 молочный ; 4003 св.беж ; 4005 талая вода ; 4006 пудра ; 4007 блед.голубой ; 4008 серобежевый ; 4009 белый ; 4013 сиреневый меланж ; 4014 т.зеленый ; 4015 бордо ; 4017 ультрамарин ; 4020 золото,Рекомендуемый размер спиц №8Крючок №8,http://terrakot-yarn.ru/images/items/1661/yarn1661big.jpg, http://terrakot-yarn.ru/images//items/1661/yarn1661.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10,,,,,,,,,http://terrakot-yarn.ru/images/items/1661/03859169.jpg , http://terrakot-yarn.ru/images/items/1661/03859160.jpg , http://terrakot-yarn.ru/images/items/1661/03859163.jpg , http://terrakot-yarn.ru/images/items/1661/03859168.jpg , http://terrakot-yarn.ru/images/items/1661/03859164.jpg , http://terrakot-yarn.ru/images/items/1661/03859165.jpg , http://terrakot-yarn.ru/images/items/1661/03859166.jpg , http://terrakot-yarn.ru/images/items/1661/03859170.jpg , http://terrakot-yarn.ru/images/items/1661/03859167.jpg , http://terrakot-yarn.ru/images/items/1661/03859159.jpg , http://terrakot-yarn.ru/images/items/1661/03859161.jpg , http://terrakot-yarn.ru/images/items/1661/03859162.jpg
650-winne,http://terrakot-yarn.ru/650_winner/,Winner,200.0,124,Kutnor,Пряжа,Главная страница,,Пехорка,Pekhorka,Состав:,100% мериносовая шерсть,Метраж:,160 м,Вес мотка:,50,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,200.0,,,,http://terrakot-yarn.ru/images/items/650/03844051.jpg,Фактура,333 канарейка,'Рекомендуемый размер спиц: 3,54,0мм, крючок: №4,0. Бережная ручная стирка, max 30°C.;;Пряжа "Winner" производится из 100% мериносовой шерсти, что делает ее абсолютно неколючей, нежной и мягкой. Из такой нитки в изделии отлично смотрятся всевозможные араны, жгуты и косы. Подойдет для вязания шапок, шарфов, кофточек, жилеток.;;',http://terrakot-yarn.ru/images/items/650/yarn650big.jpg, http://terrakot-yarn.ru/images//items/650/yarn650.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10,,,,,,,,,http://terrakot-yarn.ru/images/items/650/03844051.jpg
314-super,http://terrakot-yarn.ru/314_super_excellence/,Super Excellence,220.0,138,Magic,Пряжа,Главная страница,,ПНК им. Кирова,PNK im Kirova,Состав:,'49% шерсть, 51% акрил',Метраж:,228 м,Вес мотка:,100,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,220.0,,,,http://terrakot-yarn.ru/images/items/314/00001845.jpg ; http://terrakot-yarn.ru/images/items/314/03818223.jpg ; http://terrakot-yarn.ru/images/items/314/03818226.jpg ; http://terrakot-yarn.ru/images/items/314/03818229.jpg ; http://terrakot-yarn.ru/images/items/314/03818768.jpg ; http://terrakot-yarn.ru/images/items/314/03818231.jpg ; http://terrakot-yarn.ru/images/items/314/03825825.jpg ; http://terrakot-yarn.ru/images/items/314/03832491.jpg ; http://terrakot-yarn.ru/images/items/314/03818233.jpg ; http://terrakot-yarn.ru/images/items/314/03818235.jpg ; http://terrakot-yarn.ru/images/items/314/03818249.jpg ; http://terrakot-yarn.ru/images/items/314/03818250.jpg ; http://terrakot-yarn.ru/images/items/314/03818251.jpg ; http://terrakot-yarn.ru/images/items/314/03818769.jpg,Фактура,403 слоновая кость ; 4105 синий ; 411 св.терракот ; 4113 т.серо-голубой ; 4115 т.изумруд ; 4116 серо-коричневый ; 4117 св.кофейный ; 4121 васильковый ; 4123 малин.щербет ; 4126 жёлтый ; 4136 св.серый ; 4138 нежно-розовый ; 80 белый ; 81 черный ; 84 яр.голубая бирюза ; 86 алый ; 87 коричневый,'Рекомендуемый размер спиц: 4,5  5,0мм, крючок: №4,0. Бережная ручная стирка, max 30°C.;Полушерстянаяпряжа,мягкая на ощупь, состоящая из шерсти и акрила, благодаря чему идеально скользит по спицам, облегчая и ускоряя процесс вязания. Нить ровная по всей длине, качественная, без утолщений, не линяет и не выгорает, подходит для вязаниявсевозможных теплыхвещей для детей и взрослых. Из нее можно связать практически любую вещь: от шарфика до платья.',http://terrakot-yarn.ru/images/items/314/yarn314big.jpg, http://terrakot-yarn.ru/images//items/314/yarn314.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10,,,,,,,,,http://terrakot-yarn.ru/images/items/314/00001845.jpg , http://terrakot-yarn.ru/images/items/314/03818223.jpg , http://terrakot-yarn.ru/images/items/314/03818226.jpg , http://terrakot-yarn.ru/images/items/314/03818229.jpg , http://terrakot-yarn.ru/images/items/314/03818768.jpg , http://terrakot-yarn.ru/images/items/314/03818231.jpg , http://terrakot-yarn.ru/images/items/314/03825825.jpg , http://terrakot-yarn.ru/images/items/314/03832491.jpg , http://terrakot-yarn.ru/images/items/314/03818233.jpg , http://terrakot-yarn.ru/images/items/314/03818235.jpg , http://terrakot-yarn.ru/images/items/314/03818249.jpg , http://terrakot-yarn.ru/images/items/314/03818250.jpg , http://terrakot-yarn.ru/images/items/314/03818251.jpg , http://terrakot-yarn.ru/images/items/314/03818769.jpg
1248-trav,http://terrakot-yarn.ru/1248_travka_nisan/,ТРАВКА NISAN,110.0,71,Lanoso,Пряжа,Главная страница,,ПОМПОНЫ,POMPONY,Состав:,100% полиэстер,Метраж:,180 м,Вес мотка:,100,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,110.0,,,,http://terrakot-yarn.ru/images/items/1248/03834631.jpg,Фактура,Травка Nisan 956 кармин,,http://terrakot-yarn.ru/images/items/1248/yarn1248big.jpg, http://terrakot-yarn.ru/images//items/1248/yarn1248.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10,,,,,,,,,http://terrakot-yarn.ru/images/items/1248/03834631.jpg
552-tropi,http://terrakot-yarn.ru/552_tropikana/,Тропикана,120.0,73,Color City,Пряжа,Главная страница,,ПРЯЖА В БОБИНАХ,PRIaZhA V BOBINAKh,Состав:,'45% бамбук, 55% хлопок',Метраж:,225 м,Вес мотка:,50,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,,,http://terrakot-yarn.ru/images/items/552/03834859.jpg ; http://terrakot-yarn.ru/images/items/552/03835226.jpg,Фактура,105 неж.розовый ; 115 розовый,'Рекомендованный номер спиц: 2,0  2,5мм; крючка: №2,0  2,5.Бережная ручная стирка, max 30°C.;Сочетание бамбука и хлопка придают изделию мягкости, кожа в таком изделии дышит.',http://terrakot-yarn.ru/images/items/552/yarn552big.jpg, http://terrakot-yarn.ru/images//items/552/yarn552.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10,,,,,,,,,http://terrakot-yarn.ru/images/items/552/03834859.jpg , http://terrakot-yarn.ru/images/items/552/03835226.jpg
